doc_id,doc_name,alt_id,alt_name,doc_session,doc_type,doc_area_major,doc_area_minor,doc_description,doc_url
23scr0001,SCR 0001 of 2023,NA,NA,2023-2024,SCR,NA,NA,A concurrent resolution granting authority for adjournment for more than 2 days.Last Action: REFERRED TO SECRETARY FOR RECORD,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0001
23hcr0001,HCR 0001 of 2023,NA,NA,2023-2024,HCR,NA,NA,A concurrent resolution to waive the legislative notice requirement for increases in rates of compensation for certain employees in the state classified service.Last Action: reported with recommendation without amendment,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0001
23hcr0002,HCR 0002 of 2023,NA,NA,2023-2024,HCR,NA,NA,"A concurrent resolution to urge the Michigan Department of Natural Resources, in coordination with the U.S. Department of the Interior and the federal government, to re-establish a viable and self-sustaining wolf population in the Lower Peninsula.Last Action: referred to Committee on Natural Resources, Environment, Tourism and Outdoor Recreation",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0002
23scr0002,SCR 0002 of 2023,NA,NA,2023-2024,SCR,NA,NA,A concurrent resolution for the adoption of the Joint Rules of the Senate and House of Representatives.Last Action: REFERRED TO SECRETARY FOR RECORD,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0002
23scr0003,SCR 0003 of 2023,NA,NA,2023-2024,SCR,NA,NA,A concurrent resolution prescribing the Joint Convention Rules for the Legislature.Last Action: REFERRED TO SECRETARY FOR RECORD,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0003
23hcr0003,HCR 0003 of 2023,NA,NA,2023-2024,HCR,NA,NA,A concurrent resolution calling on the Archivist of the United States to certify and publish the Equal Rights Amendment as the Twenty-Eighth Amendment to the United States Constitution and calling on the United States Congress to declare the Equal Rights Amendment ratified.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0003
23hcr0004,HCR 0004 of 2023,NA,NA,2023-2024,HCR,NA,NA,A concurrent resolution to urge Congress to amend 38 USC § 5304 and 10 USC § 12316 to permit members of the United States reserves and National Guard to receive full or partial active service pay in tandem with disability compensation from the Department of Veterans Affairs.Last Action: reported with recommendation without amendment,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0004
23scr0004,SCR 0004 of 2023,NA,NA,2023-2024,SCR,NA,NA,A concurrent resolution providing for a joint convention of the Senate and House of Representatives.Last Action: REFERRED TO SECRETARY FOR RECORD,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0004
23scr0005,SCR 0005 of 2023,NA,NA,2023-2024,SCR,NA,NA,A concurrent resolution to waive the legislative notice requirement for increases in rates of compensation for certain employees in the state classified service.Last Action: REFERRED TO SECRETARY FOR RECORD,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0005
23hcr0005,HCR 0005 of 2023,NA,NA,2023-2024,HCR,NA,NA,"A concurrent resolution to urge the United States Congress, Department of Defense, and Department of Veterans Affairs to prioritize research and investment in non-technology treatment options for servicemembers and veterans who have psychological trauma as a result of military service.Last Action: adopted by Senate - referred to the Clerk for record",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0005
23hcr0006,HCR 0006 of 2023,NA,NA,2023-2024,HCR,NA,NA,A concurrent resolution to approve the State Officers Compensation Commission determinations.Last Action: PLACED ON ORDER OF RESOLUTIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0006
23scr0006,SCR 0006 of 2023,NA,NA,2023-2024,SCR,NA,NA,A concurrent resolution to urge the United States Congress to allocate $425 million for the Great Lakes Restoration Initiative in the Fiscal Year 2024 budget.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND AGRICULTURE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0006
23scr0007,SCR 0007 of 2023,NA,NA,2023-2024,SCR,NA,NA,A concurrent resolution to prescribe the legislative schedule.Last Action: REFERRED TO SECRETARY FOR RECORD,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0007
23hcr0007,HCR 0007 of 2023,NA,NA,2023-2024,HCR,NA,NA,A concurrent resolution to oppose the designation of additional federal wilderness areas in Michigan’s Upper Peninsula and to urge the United States Congress to declare the entire city of Ann Arbor a wilderness area.Last Action: referred to Committee on Government Operations,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0007
23hcr0008,HCR 0008 of 2023,NA,NA,2023-2024,HCR,NA,NA,A concurrent resolution to urge the Michigan Supreme Court to amend the Code of Judicial Conduct to require Michigan judges to make broader financial disclosures.Last Action: referred to Committee on Government Operations,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0008
23scr0008,SCR 0008 of 2023,NA,NA,2023-2024,SCR,NA,NA,A concurrent resolution to urge the United States Congress to address the misclassification of public safety telecommunicators under the Standard Occupational Classification system and to require their categorization as a protective service occupation.Last Action: referred to Committee on Government Operations,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0008
23scr0009,SCR 0009 of 2023,NA,NA,2023-2024,SCR,NA,NA,A concurrent resolution prescribing the legislative schedule.Last Action: REFERRED TO SECRETARY FOR RECORD,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0009
23hcr0009,HCR 0009 of 2023,NA,NA,2023-2024,HCR,NA,NA,A concurrent resolution providing for the final adjournment of the Legislature.Last Action: referred to Committee on Government Operations,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0009
23hcr0010,HCR 0010 of 2023,NA,NA,2023-2024,HCR,NA,NA,A concurrent resolution providing for the final adjournment of the Legislature.Last Action: adopted by Senate - referred to the Clerk for record,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0010
23scr0010,SCR 0010 of 2023,NA,NA,2023-2024,SCR,NA,NA,A concurrent resolution to observe the 150th anniversary of the laying of the cornerstone of the Michigan State Capitol.Last Action: REFERRED TO SECRETARY FOR RECORD,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0010
23scr0011,SCR 0011 of 2023,NA,NA,2023-2024,SCR,NA,NA,"A concurrent resolution to urge the United States Congress to designate the Ehlco Area, the Trap Hills, the Norwich Plains, and a 2,000-acre addition to the Sturgeon River Gorge Wilderness in Michigan’s Upper Peninsula as federal Wilderness.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND AGRICULTURE",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-SCR-0011
23hcr0011,HCR 0011 of 2023,NA,NA,2023-2024,HCR,NA,NA,A concurrent resolution to authorize the Joint Committee on Administrative Rules to meet during the interim between sessions to consider waiving session days.Last Action: adopted by Senate - referred to the Clerk for record,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HCR-0011
24scr0012,SCR 0012 of 2024,NA,NA,2023-2024,SCR,NA,NA,"A concurrent resolution of tribute offered as a memorial for Doug Cruce, former member of the Michigan Senate and Michigan House of Representatives.Last Action: REFERRED TO SECRETARY FOR RECORD",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2024-SCR-0012
24hcr0012,HCR 0012 of 2024,NA,NA,2023-2024,HCR,NA,NA,A concurrent resolution to vehemently oppose the transfer of mail processing operations from the Iron Mountain Processing and Distribution Center to the Green Bay Processing and Distribution Center in Wisconsin.Last Action: adopted by Senate - referred to the Clerk for record,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2024-HCR-0012
