doc_id,doc_name,alt_id,alt_name,doc_session,doc_type,doc_area_major,doc_area_minor,doc_description,doc_url
09sjr000N,SJR N of 2009,NA,NA,2009-2010,SJR,Legislature,legislators,Legislature; legislators; reduced compensation for legislators who have unexcused absence from session; provide for. Amends the state constitution by adding sec. 55 to art. IV.Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-SJR-N
09hjr000N,HJR N of 2009,NA,NA,2009-2010,HJR,Legislature,legislators,Legislature; legislators; reduced compensation for legislators who have unexcused absence from session; provide for. Amends the state constitution by adding sec. 55 to art. IV.Last Action: REFERRED TO COMMITTEE ON CAMPAIGN AND ELECTION OVERSIGHT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-N
09hjr000O,HJR O of 2009,NA,NA,2009-2010,HJR,State financing and management,budget,"State financing and management; budget; taxpayer bill of rights to limit government growth; adopt. Amends sec. 28, art. IX of the state constitution.Last Action: printed joint resolution filed 02/26/2009",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-O
09sjr000O,SJR O of 2009,NA,NA,2009-2010,SJR,Civil rights,equal protection,Civil rights; equal protection; right to life; establish and clarify. Amends the state constitution by adding sec. 28 to art. I.Last Action: REFERRED TO COMMITTEE ON JUDICIARY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-SJR-O
09sjr000P,SJR P of 2009,NA,NA,2009-2010,SJR,Labor,civil service employment,Labor; civil service employment; health benefits of public employees and officers; allow legislature to regulate. Amends the state constitution by adding sec. 8 to art. XI.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-2,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-SJR-P
09hjr000P,HJR P of 2009,NA,NA,2009-2010,HJR,Courts,judges,Courts; judges; supreme court justices; clarify circumstances requiring disqualification. Amends the state constitution by adding sec. 31 to art. VI.Last Action: printed joint resolution filed 03/13/2009,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-P
09hjr000Q,HJR Q of 2009,NA,NA,2009-2010,HJR,State financing and management,budget,"State financing and management; budget; appropriate the state budget based off of revenue estimating conference figures; require. Amends sec. 31, art. IV & sec. 18, art. V of the state constitution.Last Action: printed joint resolution filed 04/03/2009",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-Q
09hjr000R,HJR R of 2009,NA,NA,2009-2010,HJR,Income tax,rate,"Income tax; rate; graduated state income tax; provide for. Amends sec. 7, art. IX of the state constitution.Last Action: printed joint resolution filed 04/22/2009",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-R
09hjr000S,HJR S of 2009,NA,NA,2009-2010,HJR,Higher education,tuition,"Higher education; tuition; public universities to offer in-state tuition to all veterans; require. Amends secs. 5 & 6, art. VIII of the state constitution.Last Action: printed joint resolution filed 04/23/2009",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-S
09hjr000T,HJR T of 2009,NA,NA,2009-2010,HJR,Natural resources,hunting,"Natural resources; hunting; hunting, trapping, and fishing as a constitutional right; establish. Amends the state constitution by adding sec. 27 to art. I.Last Action: printed joint resolution filed 04/24/2009",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-T
09hjr000U,HJR U of 2009,NA,NA,2009-2010,HJR,Legislature,sessions,Legislature; sessions; unicameral legislature; provide for. Amends (See joint resolution).Last Action: printed joint resolution filed 06/10/2009,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-U
09hjr000V,HJR V of 2009,NA,NA,2009-2010,HJR,Sales tax,collections,"Sales tax; collections; distribution of sales tax proceeds; amend constitution to dedicate certain percentage of revenue to road construction, maintenance, and repair. Amends sec. 10, art. IX of the state constitution.Last Action: printed bill filed 06/11/2009",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-V
09hjr000W,HJR W of 2009,NA,NA,2009-2010,HJR,Legislature,legislators,"Legislature; legislators; part-time legislature; provide for, revise session calendar, reduce legislative salaries, and limit extraordinary sessions. Amends secs. 12 & 13, art. IV & sec. 15, art. V of the state constitution.Last Action: printed joint resolution filed 06/17/2009",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-W
09hjr000X,HJR X of 2009,NA,NA,2009-2010,HJR,NA,NA,"State agencies (existing); generally; implementation of rules within state departments; require JCAR approval. Amends sec. 37, art. IV of the state constitution.Last Action: printed joint resolution filed 06/17/2009",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-X
09hjr000Y,HJR Y of 2009,NA,NA,2009-2010,HJR,Transportation,funds,"Transportation; funds; oversights and protections of funds earmarked for the transportation economic development fund; provide for. Amends sec. 9, art. IX of the state constitution.Last Action: notice given to discharge committee",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2009-HJR-Y
