doc_id,doc_name,alt_id,alt_name,doc_session,doc_type,doc_area_major,doc_area_minor,doc_description,doc_url,is_current_session
21hjr000F,HJR F of 2021,NA,NA,2021-2022,HJR,Legislature,other,Legislature: other; authority of the legislature to take up ballot initiatives; eliminate.Last Action: printed joint resolution filed 05/12/2021,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-HJR-F,FALSE
21sjr000F,SJR F of 2021,NA,NA,2021-2022,SJR,Higher education,governing boards,"Higher education: governing boards; open meetings for university boards; require. Amends sec. 4, art. VIII of the state constitution.Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SJR-F,FALSE
21sjr000G,SJR G of 2021,NA,NA,2021-2022,SJR,Public employees and officers,other,Public employees and officers: other; certain state employee communications with members of the legislature; protect under certain circumstances. Amends the state constitution by adding sec. 9 to art. XI.Last Action: postponed for the day,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SJR-G,FALSE
21hjr000G,HJR G of 2021,NA,NA,2021-2022,HJR,Constitutional amendments,state,Constitutional amendments: state; deadlines for proposed amendments to the state constitution; modify.Last Action: referred to second reading,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-HJR-G,FALSE
21hjr000H,HJR H of 2021,NA,NA,2021-2022,HJR,Civil rights,affirmative action,"Civil rights: affirmative action; governmental preferences for race, sex, color, ethnicity, and national origin; allow. Amends sec. 26, art. I of the state constitution.Last Action: printed joint resolution filed 06/24/2021",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-HJR-H,FALSE
21sjr000H,SJR H of 2021,NA,NA,2021-2022,SJR,Legislature,other,Legislature: other; authority of the legislature to take up ballot initiatives; eliminate. Amends sec. 9 of art. II of the state constitution.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SJR-H,FALSE
21sjr000I,SJR I of 2021,NA,NA,2021-2022,SJR,Civil rights,affirmative action,"Civil rights: affirmative action; prohibition of certain affirmative action programs; repeal. Repeals sec. 26, art. I of 1963 of the state constitution.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SJR-I,FALSE
21hjr000I,HJR I of 2021,NA,NA,2021-2022,HJR,Elections,primary,"Elections: primary; voting age at primary election; revise to 17 under certain circumstances. Amends sec. 1, art. II of the state constitution.Last Action: printed joint resolution filed 06/29/2021",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-HJR-I,FALSE
21hjr000J,HJR J of 2021,NA,NA,2021-2022,HJR,Civil rights,sexual orientation discrimination,"Civil rights: sexual orientation discrimination; certain references to marriage; make gender neutral. Amends sec. 1, art. X & repeals sec. 25, art. I  of the state constitution.Last Action: printed joint resolution filed 07/01/2021",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-HJR-J,FALSE
21sjr000J,SJR J of 2021,NA,NA,2021-2022,SJR,Children,other,"Children: other; consideration of best interests of the child in all parental termination cases, child custody cases, and out-of-home placement cases; require. Amends the state constitution by adding sec. 28 to art. I.Last Action: REFERRED TO COMMITTEE ON FAMILIES, SENIORS, AND VETERANS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SJR-J,FALSE
21sjr000K,SJR K of 2021,NA,NA,2021-2022,SJR,Civil rights,other,"Civil rights: other; involuntary servitude for the punishment of crime; prohibit. Amends sec. 9, art. I of the state constitution.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SJR-K,FALSE
21hjr000K,HJR K of 2021,NA,NA,2021-2022,HJR,Higher education,governing boards,"Higher education: governing boards; open meetings for university boards; require. Amends sec. 4, art. VIII of the state constitution.Last Action: printed joint resolution filed 11/30/2021",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-HJR-K,FALSE
21hjr000L,HJR L of 2021,NA,NA,2021-2022,HJR,Criminal procedure,bail,"Criminal procedure: bail; cash bail payments; prohibit. Amends secs. 15 & 16, art. I of the state constitution.Last Action: printed joint resolution filed 11/30/2021",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-HJR-L,FALSE
21hjr000M,HJR M of 2021,NA,NA,2021-2022,HJR,Public employees and officers,other,Public employees and officers: other; certain state employee communications with members of the legislature; protect under certain circumstances. Amends the state constitution by adding sec. 9 to art. XI.Last Action: printed joint resolution filed 12/14/2021,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-HJR-M,FALSE
22sjr000L,SJR L of 2022,NA,NA,2021-2022,SJR,Elections,school,"Elections: school; voting age for school district elections; revise to 16 years of age under certain circumstances. Amends sec. 1, art. II of the state constitution.Last Action: REFERRED TO COMMITTEE ON ELECTIONS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-SJR-L,FALSE
22sjr000M,SJR M of 2022,NA,NA,2021-2022,SJR,Public employees and officers,other,"Public employees and officers: other; binding arbitration; require for all employees in the classified state civil service. Amends sec. 5, art. XI of the state constitution.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-SJR-M,FALSE
22sjr000N,SJR N of 2022,NA,NA,2021-2022,SJR,Legislature,other,"Legislature: other; three-fourths majority vote of the legislature to enact law proposed by initiative; require. Amends sec. 9, art. II of the state constitution.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-SJR-N,FALSE
22hjr000N,HJR N of 2022,NA,NA,2021-2022,HJR,Individual income tax,retirement or pension benefits,"Individual income tax: retirement or pension benefits; collection of taxes on pensions; prohibit. Amends sec. 7, art. IX of the state constitution.Last Action: joint resolution electronically reproduced 02/03/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-N,FALSE
22hjr000O,HJR O of 2022,NA,NA,2021-2022,HJR,Public employees and officers,other,"Public employees and officers: other; binding arbitration; require for all employees in the classified state civil service. Amends sec. 5, art. XI of the state constitution.Last Action: printed joint resolution filed 02/23/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-O,FALSE
22sjr000O,SJR O of 2022,NA,NA,2021-2022,SJR,Legislature,committees,"Legislature: committees; constitutional amendment to create a bipartisan, bicameral oversight committee to review departmental or agency audits and reports provided by the auditor general; create. Amends sec. 53, art. IV & adds sec. 55 to art. IV of the state constitution.Last Action: REFERRED TO COMMITTEE ON OVERSIGHT",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-SJR-O,FALSE
22sjr000P,SJR P of 2022,NA,NA,2021-2022,SJR,Elections,primary,"Elections: primary; voting age at primary election; revise to 17 under certain circumstances. Amends sec. 1, art. II of the state constitution.Last Action: REFERRED TO COMMITTEE ON ELECTIONS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-SJR-P,FALSE
22hjr000P,HJR P of 2022,NA,NA,2021-2022,HJR,Elections,school,"Elections: school; voting age for school district elections; revise to 16 years of age under certain circumstances. Amends sec.1, art. II of the state constitution.Last Action: printed joint resolution filed 02/24/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-P,FALSE
22hjr000Q,HJR Q of 2022,NA,NA,2021-2022,HJR,Courts,judges,"Courts: judges; age limit for election of or appointment to a judicial office; amend. Amends sec.19, art. VI of the state constitution.Last Action: printed joint resolution filed 03/23/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-Q,FALSE
22sjr000Q,SJR Q of 2022,NA,NA,2021-2022,SJR,Constitutional amendments,state,"Constitutional amendments: state; permissible uses of school aid funds; revise. Amends sec. 11, art. IX of the state constitution.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-SJR-Q,FALSE
22hjr000R,HJR R of 2022,NA,NA,2021-2022,HJR,Legislature,legislators,"Legislature: legislators; term limits for state legislators; revise, and require annual financial disclosures by state legislators. Amends secs.10 & 54, art. IV of the state constitution.Last Action: filed with Secretary of State 05/13/2022 11:13 AM",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-R,FALSE
22hjr000S,HJR S of 2022,NA,NA,2021-2022,HJR,Legislature,apportionment,"Legislature: apportionment; independent citizens redistricting commission; abolish. Amends sec. 1, art. IV, secs, 1, 2 & 4, art. V, secs. 1 & 4, art. VI & adds secs. 6a & 6b to art. IV & repeals sec. 6, art. IV of the state constitution.Last Action: printed joint resolution filed 05/11/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-S,FALSE
22hjr000T,HJR T of 2022,NA,NA,2021-2022,HJR,Legislature,sessions,"Legislature: sessions; unicameral nonpartisan legislature; provide for. Amends sec. 9, art. II, sec. 8, art. III, secs. 1, 6, 7, 8, 11, 12, 14, 16, 17, 18, 19, 20, 22, 24, 26, 27, 29, 30, 31, 33, 37, 43, 53 & 54, art. IV, secs, 2, 3, 6, 7, 13, 18, 20, 25, 26, 28 & 29, art. V, secs. 1 & 25, art. VI, sec. 6, art VIII, secs. 3, 15 & 27, art. IX, sec. 5, art. X, secs. 5 & 7, art. XI, secs. 1 & 3, art. XII; adds sec. 1a, to art. IV & repeals secs. 2, 3 & 21, art. IV of the state constitution.Last Action: printed joint resolution filed 05/18/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-T,FALSE
22hjr000U,HJR U of 2022,NA,NA,2021-2022,HJR,Elections,school,"Elections: school; election of state board of education members from congressional districts; require. Amends sec. 3, art. VIII of the state constitution.Last Action: printed joint resolution filed 06/14/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-U,FALSE
22hjr000V,HJR V of 2022,NA,NA,2021-2022,HJR,Civil rights,other,"Civil rights: other; involuntary servitude for the punishment of crime; prohibit. Amends sec. 9, art. I of the state constitution.Last Action: printed joint resolution filed 10/12/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-V,FALSE
22hjr000W,HJR W of 2022,NA,NA,2021-2022,HJR,Gaming,horse racing,"Gaming: horse racing; expansion of gambling on the results of horse races; amend constitution to allow. Amends sec. 41, art. IV of the state constitution.Last Action: printed joint resolution filed 11/10/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-W,FALSE
22hjr000X,HJR X of 2022,NA,NA,2021-2022,HJR,State,interstate compacts and agreements,"State: interstate compacts and agreements; certain nondisclosure agreements entered into by interstate compact entities; prohibit. Amends sec. 5, art. III of the state constitution.Last Action: printed joint resolution filed 11/10/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-X,FALSE
22hjr000Y,HJR Y of 2022,NA,NA,2021-2022,HJR,State,other,"State: other; state control of certain electric and natural gas utilities; require. Amends secs. 15 & 29, art. VII & adds sec. 31 to art. V of the state constitution.Last Action: printed joint resolution filed 11/30/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-Y,FALSE
22hjr000Z,HJR Z of 2022,NA,NA,2021-2022,HJR,Civil rights,affirmative action,"Civil rights: affirmative action; prohibition of certain affirmative action programs; repeal. Repeals sec. 26, art. I of the state constitution.Last Action: printed joint resolution filed 12/01/2022",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2022-HJR-Z,FALSE
