doc_id,doc_name,alt_id,alt_name,doc_session,doc_type,doc_area_major,doc_area_minor,doc_description,doc_url,is_current_session
11hr0006,HR 0006 of 2011,NA,NA,2011-2012,HR,NA,NA,A resolution to declare January 2011 as School Board Month in the state of Michigan.Last Action: adopted,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0006,FALSE
11sr0006,SR 0006 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution to express opposition to the imposition of a ban of firearm hunting and snowmobiling in certain areas of the Huron-Manistee National Forest.Last Action:  ROLL CALL # 18 YEAS 38 NAYS 0 EXCUSED 0 NOT VOTING 0,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0006,FALSE
11sr0007,SR 0007 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to express support for the Attorney General's efforts to accelerate federal government efforts to devise a plan to prevent Asian carp from invading the Great Lakes, to express support for the Snyder Administration's efforts to prevent Asian carp from invading the Great Lakes, and to call on the Obama Administration to take all necessary actions to prevent the invasion.Last Action: ADOPTED AS SUBSTITUTED S-1",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0007,FALSE
11hr0007,HR 0007 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution of tribute offered as a memorial for Kate Ebli, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0007,FALSE
11hr0008,HR 0008 of 2011,NA,NA,2011-2012,HR,NA,NA,A resolution to declare January 2011 as Radon Action Month in the state of Michigan.Last Action: adopted,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0008,FALSE
11sr0008,SR 0008 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution recognizing January 30 - February 5, 2011, as Catholic Schools Week in the state of Michigan.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0008,FALSE
11sr0009,SR 0009 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to recognize the Peace Corps on the occasion of its 50th Anniversary on March 1, 2011.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0009,FALSE
11hr0009,HR 0009 of 2011,NA,NA,2011-2012,HR,NA,NA,A resolution to declare January 2011 as Mentoring Month in the state of Michigan.Last Action: adopted,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0009,FALSE
11hr0010,HR 0010 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to call upon the Governor to work to impose an immediate freeze on all state employee compensation, including all wages, for a period of 3 years.

Last Action: referred to Committee on Government Operations",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0010,FALSE
11sr0010,SR 0010 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to memorialize the United States Congress to take immediate steps to impose a moratorium on greenhouse gas, air quality, and other regulatory actions by the Environmental Protection Agency.Last Action: ADOPTED AS SUBSTITUTED S-1",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0010,FALSE
11sr0011,SR 0011 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to proclaim February 7-14, 2011, as Congenital Heart Defect Awareness Week in the state of Michigan.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0011,FALSE
11hr0011,HR 0011 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to call upon the Governor to impose an immediate hiring freeze within state government.

Last Action: referred to Committee on Government Operations",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0011,FALSE
11hr0012,HR 0012 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to call on the Governor to instruct all state departments to identify areas to reduce spending by 15 percent.

Last Action: referred to Committee on Government Operations",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0012,FALSE
11sr0012,SR 0012 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution honoring Brad Keselowski, winner of the 2010 NASCAR Nationwide Series Championship.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0012,FALSE
11sr0013,SR 0013 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution declaring February 11, 2011, as White Shirt Day in the state of Michigan.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0013,FALSE
11hr0013,HR 0013 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare January 30-February 5, 2011, as Catholic Schools Week in the state of Michigan.Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0013,FALSE
11hr0014,HR 0014 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to express support for the Attorney General's efforts to accelerate federal government efforts to devise a plan to prevent Asian carp from invading the Great Lakes and to call on the Snyder administration and the Obama administration to take all necessary actions to prevent the invasion.

Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0014,FALSE
11sr0014,SR 0014 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution to memorialize Congress to take steps to ensure that the Wall Street Reform and Consumer Protection Act does not result in increased fees on consumers at exempted institutions.Last Action: ADOPTED,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0014,FALSE
11sr0015,SR 0015 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution commemorating March 2011 as Ethnic and Cultural Heritage Month in the state of Michigan.Last Action: ADOPTED,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0015,FALSE
11hr0015,HR 0015 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to urge the Congress of the United States to make every effort to expedite and fund the Great Lakes and Mississippi River Basin Interbasin Study and to ensure Asian carp do not invade the Great Lakes.

Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0015,FALSE
11hr0016,HR 0016 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to urge the U.S. Congress and the U.S. Army Corps of Engineers to take immediate actions to prevent the Asian carp from entering the Great Lakes and to develop long-term strategies to address this problem.

Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0016,FALSE
11sr0016,SR 0016 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to declare February 24, 2011, as Conductive Education Day in the state of Michigan.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0016,FALSE
11sr0017,SR 0017 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to proclaim March 7-13, 2011, as Sleep Awareness Week in the state of Michigan.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0017,FALSE
11hr0017,HR 0017 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to express opposition to the possible ban of firearm hunting and snowmobiling in certain areas of the Huron-Manistee National Forest.

Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0017,FALSE
11hr0018,HR 0018 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare February 6, 2011, as Ronald Reagan Day in the state of Michigan.Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0018,FALSE
11sr0018,SR 0018 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution recognizing February 27 - March 5, 2011, as Michigan Aviation Week.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0018,FALSE
11sr0019,SR 0019 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to express opposition to the President's proposal to make major cuts to funding for the Great Lakes Restoration Initiative and to memorialize the U.S. Congress to reject the reductions.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0019,FALSE
11hr0019,HR 0019 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to memorialize the United States Congress to take immediate steps to impose a moratorium on greenhouse gas, air quality, and other regulatory actions by the Environmental Protection Agency.

Last Action:  Roll Call # 25 Yeas 65 Nays 44",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0019,FALSE
11hr0020,HR 0020 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare February 24, 2011, as Conductive Education Day in the state of Michigan.
Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0020,FALSE
11sr0020,SR 0020 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution proclaiming March 6-12, 2011, as School Social Work Week.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0020,FALSE
11sr0021,SR 0021 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution memorializing the life of Corporal Matthew T. Bolar.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0021,FALSE
11hr0021,HR 0021 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to memorialize Congress to take steps to insure that the Wall Street Reform and Consumer Protection Act does not result in increased fees on consumers at exempted institutions.

Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0021,FALSE
11hr0022,HR 0022 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare February 7-11, 2011, as School Counseling Week in the state of Michigan.
Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0022,FALSE
11sr0022,SR 0022 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution recognizing March 16, 2011, as Susan G. Komen for the Cure Advocacy Day.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0022,FALSE
11sr0023,SR 0023 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to declare March 14-18, 2011, as Multiple Sclerosis Awareness Week in the state of Michigan.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0023,FALSE
11hr0023,HR 0023 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare February 2011 as Heart Health Awareness Month in the state of Michigan.
Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0023,FALSE
11hr0024,HR 0024 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare February 14-18, 2011, as School Principals Week in the state of Michigan.Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0024,FALSE
11sr0024,SR 0024 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to memorialize Congress and the United States Drug Enforcement Agency to make it illegal to possess, use, or sell the drugs MDPV and mephedrone.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0024,FALSE
11sr0025,SR 0025 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution proclaiming June 20-26, 2011, as Michigan Pollinator Week.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0025,FALSE
11hr0025,HR 0025 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to memorialize Congress to amend the Patient Protection and Affordable Care Act to reinstate the use of tax-favored health plans to cover the costs of purchasing over-the-counter pharmaceuticals.

Last Action: referred to Committee on Health Policy",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0025,FALSE
11hr0026,HR 0026 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare February 2011 as Childhood Health, Wellness, and Fitness Awareness Month in the state of Michigan.Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0026,FALSE
11sr0026,SR 0026 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution to recognize and honor all American service personnel who honorably served our country during World War I.Last Action: ADOPTED,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0026,FALSE
11sr0027,SR 0027 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution to urge the President of the United States to impose a moratorium on any new regulations and to memorialize the Congress of the United States enact the Regulations from the Executive in Need of Scrutiny (REINS) Act.Last Action: ADOPTED,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0027,FALSE
11hr0027,HR 0027 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to urge Congress to extend the waiver on interest accrued on advances received by the state for unemployment benefits.

Last Action: referred to Committee on Commerce",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0027,FALSE
11hr0028,HR 0028 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to memorialize Congress to adopt and submit to the states for ratification an amendment to the United States Constitution to require a balanced budget.

Last Action: referred to Committee on Government Operations",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0028,FALSE
11sr0028,SR 0028 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution recognizing March 20-26, 2011, as Home Education Week in the state of Michigan.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0028,FALSE
11sr0029,SR 0029 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution to urge the Attorney General to investigate and monitor gasoline prices throughout the state.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0029,FALSE
11hr0029,HR 0029 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare February 27-March 5, 2011, as Aviation Week in the state of Michigan.Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0029,FALSE
11hr0030,HR 0030 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to memorialize Congress to provide that the children of foreign nationals born in this country or its territories are not automatically granted United States citizenship under the Fourteenth Amendment to the United States Constitution.

Last Action: referred to Committee on Government Operations",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0030,FALSE
11sr0030,SR 0030 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to call on the state and federal government to work cooperatively to fund the restoration of the breakwall at the Grand Marais Harbor.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES, ENVIRONMENT AND GREAT LAKES",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0030,FALSE
11sr0031,SR 0031 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution declaring April 2011 as Michigan Safe Digging Month.Last Action: ADOPTED,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0031,FALSE
11hr0031,HR 0031 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to honor the Peace Corps on the occasion of its 50th anniversary on March 1, 2011.Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0031,FALSE
11hr0032,HR 0032 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to urge the city of Detroit and the Detroit Fire Department to increase the operational effectiveness of the Detroit Emergency Medical Services Division.

Last Action: referred to Committee on Local, Intergovernmental, and Regional Affairs",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0032,FALSE
11sr0032,SR 0032 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution to commemorate the 25th Anniversary of the Chernobyl nuclear-plant disaster and those affected by the accident.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0032,FALSE
11sr0033,SR 0033 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to commemorate April 10-16, 2011, as Crime Victim's Rights Week and reaffirm our commitment to the Crime Victim's Vigil on April 13, 2011.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0033,FALSE
11hr0033,HR 0033 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare February 28, 2011, as Rare Disease Day in the state of Michigan.Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0033,FALSE
11hr0034,HR 0034 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to urge the President and Congress of the United States to maintain federal funding for the Low Income Home Energy Assistance Program.

Last Action: referred to Committee on Energy and Technology",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0034,FALSE
11sr0034,SR 0034 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution to memorialize the United States Congress to take immediate steps to provide funding to the Drug Enforcement Agency for the cleanup of clandestine methamphetamine laboratories seized by state and local law enforcement.Last Action: PLACED ON ORDER OF RESOLUTIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0034,FALSE
11sr0035,SR 0035 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution recognizing April 19, 2011, as McDonald's National Hiring Day.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0035,FALSE
11hr0035,HR 0035 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare March 2011 as Emergency Services Month in the state of Michigan.
Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0035,FALSE
11hr0036,HR 0036 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to memorialize Congress to maintain funding for the Great Lakes Restoration Initiative.

Last Action: referred to Committee on Natural Resources, Tourism, and Outdoor Recreation",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0036,FALSE
11sr0036,SR 0036 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to commemorate the sesquicentennial of Michigan's participation in the American Civil War on behalf of the Union, democracy, freedom, and human rights.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0036,FALSE
11sr0037,SR 0037 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution designating April 2011 as Michigan Student Athlete Cardiac Awareness Month.Last Action: ADOPTED,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0037,FALSE
11hr0037,HR 0037 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare March 2011 as Reading Month in the state of Michigan.
Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0037,FALSE
11hr0038,HR 0038 of 2011,NA,NA,2011-2012,HR,NA,NA,A resolution to declare March 2011 as Parenting Awareness Month in the state of Michigan.Last Action: adopted,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0038,FALSE
11sr0038,SR 0038 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to recognize May 12, 2011, as Fibromyalgia Awareness Day.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0038,FALSE
11sr0039,SR 0039 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution to memorialize the Congress of the United States to remove gray wolves in Michigan from the federal endangered species list and to amend the Endangered Species Act to prevent similar future situations.Last Action: ADOPTED,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0039,FALSE
11hr0039,HR 0039 of 2011,NA,NA,2011-2012,HR,NA,NA,A resolution to declare March 2011 as Social Work Month in the state of Michigan.Last Action: adopted,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0039,FALSE
11hr0040,HR 0040 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to memorialize the United States Congress to safeguard the Environmental Protection Agency’s authority under the Clean Air Act to fight harmful emissions as directed by the United States Supreme Court and to protect American citizens from the damaging health effects of pollution.

Last Action: referred to Committee on Energy and Technology",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0040,FALSE
11sr0040,SR 0040 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution proclaiming the week of April 11-15, 2011, as Graduate Education Week in the state of Michigan.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0040,FALSE
11sr0041,SR 0041 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution congratulating the Michigan Association of Retired School Personnel (MARSP) upon the celebration of their 60th Anniversary.Last Action: ADOPTED,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0041,FALSE
11hr0041,HR 0041 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to urge the city of Detroit and the Detroit Fire Department to bring its fire service delivery to correct staffing levels and response times and to provide necessary equipment to fire fighters.

Last Action: referred to Committee on Local, Intergovernmental, and Regional Affairs",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0041,FALSE
11hr0042,HR 0042 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare the week of March 20 through March 26, 2011, as Home Education Week in the state of Michigan.Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0042,FALSE
11sr0042,SR 0042 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to memorialize the Congress of the United States to provide full funding for the F-35 Joint Strike Fighter.Last Action: REFERRED TO COMMITTEE ON VETERANS, MILITARY AFFAIRS AND HOMELAND SECURITY",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0042,FALSE
11sr0043,SR 0043 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to memorialize the Congress of the United States to allow homeowners in newly identified flood areas to opt out, without penalty, of purchasing flood insurance.Last Action: REFERRED TO COMMITTEE ON INSURANCE",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0043,FALSE
11hr0043,HR 0043 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare March 15, 2011, as Agriculture Day in the state of Michigan.Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0043,FALSE
11hr0044,HR 0044 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare June 8, 2011, as Remember The USS Liberty Day in the state of Michigan.Last Action: referred to Committee on Military and Veterans Affairs and Homeland Security",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0044,FALSE
11sr0044,SR 0044 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution in support and recognition of National Train Day on May 7, 2011.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0044,FALSE
11sr0045,SR 0045 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution to declare May 3, 2011, as Patriot Flag Day in the state of Michigan.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0045,FALSE
11hr0045,HR 0045 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to urge the Federal Energy Regulatory Commission to grant a rehearing and modify its December 16, 2010 order approving the Midwest Independent Transmission System Operator's cost allocation proposal to socialize transmissions costs.

Last Action: referred to Committee on Energy and Technology",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0045,FALSE
11hr0046,HR 0046 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to declare March 14-18, 2011, as Multiple Sclerosis Awareness Week in the state of Michigan.
Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0046,FALSE
11sr0046,SR 0046 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution recognizing May 1-7, 2011, as Michigan Charter Schools Week.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0046,FALSE
11sr0047,SR 0047 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution to declare May 2011 as Postpartum Depression Awareness Month in the state of Michigan.Last Action: ADOPTED,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0047,FALSE
11hr0047,HR 0047 of 2011,NA,NA,2011-2012,HR,NA,NA,A resolution to declare May 2011 as Motorcycle Safety Awareness Month in the state of Michigan.Last Action: adopted,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0047,FALSE
11hr0048,HR 0048 of 2011,NA,NA,2011-2012,HR,NA,NA,"A resolution to memorialize the Congress of the United States to remove gray wolves in Michigan from the federal endangered species list and to amend the Endangered Species Act to prevent similar future situations.

Last Action: adopted",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-HR-0048,FALSE
11sr0048,SR 0048 of 2011,NA,NA,2011-2012,SR,NA,NA,"A resolution proclaiming May 9-13, 2011, as InfantSEE® Week in Michigan.Last Action: ADOPTED",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0048,FALSE
11sr0049,SR 0049 of 2011,NA,NA,2011-2012,SR,NA,NA,A resolution declaring May 2011 as Asian Pacific American Heritage Month in the state of Michigan.Last Action: ADOPTED,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2011-SR-0049,FALSE
