doc_id,doc_name,alt_id,alt_name,doc_session,doc_type,doc_area_major,doc_area_minor,doc_description,doc_url,is_current_session
25scr0001,SCR 0001 of 2025,NA,NA,2025-2026,SCR,NA,NA,A concurrent resolution granting authority for adjournment for more than 2 days.Last Action: REFERRED TO SECRETARY FOR RECORD,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2025-SCR-0001,TRUE
25scr0002,SCR 0002 of 2025,NA,NA,2025-2026,SCR,NA,NA,A concurrent resolution providing for a joint convention of the Senate and House of Representatives.Last Action: received in House,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2025-SCR-0002,TRUE
25scr0003,SCR 0003 of 2025,NA,NA,2025-2026,SCR,NA,NA,A concurrent resolution prescribing the Joint Convention Rules for the Legislature.Last Action: received in House,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2025-SCR-0003,TRUE
