doc_id,doc_name,alt_id,alt_name,doc_session,doc_type,doc_area_major,doc_area_minor,doc_description,doc_url,is_current_session
21sb0001,SB 0001 of 2021,NA,NA,2021-2022,SB,Health,diseases,Health: diseases; time limits on emergency orders issued in response to an epidemic; provide for unless extension is approved by the legislature and require emergency order to include certain information. Amends sec. 2253 of 1978 PA 368 (MCL 333.2253) & adds sec. 2253a.Last Action: POSTPONED FOR THE DAY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0001,FALSE
21sb0002,SB 0002 of 2021,NA,NA,2021-2022,SB,Employment security,benefits,Employment security: benefits; maximum number of unemployment benefit weeks; increase. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0002,FALSE
21sb0003,SB 0003 of 2021,NA,NA,2021-2022,SB,Individual income tax,retirement or pension benefits,Individual income tax: retirement or pension benefits; 3-tier limitations and restrictions on deduction for retirement or pension benefits based on taxpayer's age; eliminate. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0003,FALSE
21sb0004,SB 0004 of 2021,NA,NA,2021-2022,SB,Highways,construction and repair,Highways: construction and repair; warranties for all new state pavement construction projects; require. Amends sec. 11 of 1951 PA 51 (MCL 247.661).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0004,FALSE
21sb0005,SB 0005 of 2021,NA,NA,2021-2022,SB,Fireworks,use,"Fireworks: use; number of days fireworks are permitted; modify, and increase penalties for violations. Amends secs. 7 & 12 of 2011 PA 256 (MCL 28.457 & 28.462).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0005,FALSE
21sb0006,SB 0006 of 2021,NA,NA,2021-2022,SB,Health occupations,health professionals,Health occupations: health professionals; definition of invasive bodily examination; add. Amends secs. 16105 & 16016 of 1978 PA 368 (MCL 333.16105 & 333.16106).  TIE BAR WITH: SB 0007'21Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0006,FALSE
21sb0007,SB 0007 of 2021,NA,NA,2021-2022,SB,Health occupations,health professionals,Health occupations: health professionals; invasive bodily examinations; prohibit under certain circumstances. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 16279.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0007,FALSE
21sb0008,SB 0008 of 2021,22pa0196,PA 0196 of 2022,2021-2022,SB,Elections,absent voters,Elections: absent voters; definition of United States Department of Defense verified electronic signature; provide for. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 18a.  TIE BAR WITH: SB 0311'21Last Action: ASSIGNED PA 0196'22 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0008,FALSE
21sb0009,SB 0009 of 2021,NA,NA,2021-2022,SB,Elections,absent voters,Elections: absent voters; electronic return of absent voter ballots by military voters and their spouses; provide for. Amends sec. 759a of 1954 PA 116 (MCL 168.759a).  TIE BAR WITH: SB 0008'21Last Action: REFERRED TO COMMITTEE ON ELECTIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0009,FALSE
21sb0010,SB 0010 of 2021,21pa0031,PA 31 of 2021,2021-2022,SB,Records,veterans,Records: veterans; veteran services boards; allow to hold closed sessions when interviewing veterans' applications for benefits. Amends sec. 8 of 1976 PA 267 (MCL 15.268).Last Action: ASSIGNED PA 0031'21 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0010,FALSE
21sb0011,SB 0011 of 2021,NA,NA,2021-2022,SB,Weapons,concealed,Weapons: concealed; concealed pistol licenses; require to be processed during a declared emergency. Amends secs. 5b & 5l of 1927 PA 372 (MCL 28.425b & 28.425l).Last Action: POSTPONED FOR THE DAY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0011,FALSE
21sb0012,SB 0012 of 2021,NA,NA,2021-2022,SB,Health facilities,certificate of need,Health facilities: certificate of need; requirement to obtain a certificate of need for catheterization; modify. Amends sec. 22203 of 1978 PA 368 (MCL 333.22203).Last Action: REFERRED TO COMMITTEE OF THE WHOLE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0012,FALSE
21sb0013,SB 0013 of 2021,NA,NA,2021-2022,SB,Individual income tax,credit,Individual income tax: credit; credit for certain investments in Michigan businesses; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 280.Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0013,FALSE
21sb0014,SB 0014 of 2021,NA,NA,2021-2022,SB,Criminal procedure,jurisdiction,Criminal procedure: jurisdiction; venue for prosecution of delivery of a controlled substance causing death; modify. Amends sec. 317a of 1931 PA 328 (MCL 750.317a).   TIE BAR WITH: SB 0015'21Last Action: referred to second reading,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0014,FALSE
21sb0015,SB 0015 of 2021,NA,NA,2021-2022,SB,Criminal procedure,jurisdiction,Criminal procedure: jurisdiction; jurisdiction for prosecution for delivery of controlled substance causing death; modify. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 5a to ch. II.Last Action: referred to second reading,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0015,FALSE
21sb0016,SB 0016 of 2021,21pa0014,PA 0014 of 2021,2021-2022,SB,Housing,inspection,Housing: inspection; change of ownership; exclude certain transfers. Amends sec. 125 of 1917 PA 167 (MCL 125.525).Last Action: ASSIGNED PA 0014'21 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0016,FALSE
21sb0017,SB 0017 of 2021,NA,NA,2021-2022,SB,Public employees and officers,other,Public employees and officers: other; 1968 PA 317 regarding contracts of public servants with public entities; modify certain population thresholds. Amends sec. 3a of 1968 PA 317 (MCL 15.323a).Last Action: POSTPONED FOR THE DAY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0017,FALSE
21sb0018,SB 0018 of 2021,NA,NA,2021-2022,SB,Health occupations,physical therapists,"Health occupations: physical therapists; physical therapy licensure compact; enact. Amends sec. 17801 of 1978 PA 368 (MCL 333.17801) & adds secs. 16188, 17820a & 17820b.Last Action: referred to second reading",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0018,FALSE
21sb0019,SB 0019 of 2021,NA,NA,2021-2022,SB,Health occupations,emergency medical services personnel,Health occupations: emergency medical services personnel; special volunteer license for certain retired EMS personnel; provide for. Amends 1978 PA 368 (MCl 333.1101 - 333.25211) by adding sec. 20955.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0019,FALSE
21sb0020,SB 0020 of 2021,NA,NA,2021-2022,SB,Education,financing,Education: financing; permissible use of sinking funds; expand to include school bus purchasing. Amends sec. 1212 of 1976 PA 451 (MCL 380.1212).Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0020,FALSE
21sb0021,SB 0021 of 2021,NA,NA,2021-2022,SB,Public employees and officers,ethics,Public employees and officers: ethics; former members of the legislature; prohibit from engaging in certain lobbying activities for a period of time. Amends sec. 6a of 1978 PA 472 (MCL 4.416a) & adds sec. 6b.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0021,FALSE
21sb0022,SB 0022 of 2021,NA,NA,2021-2022,SB,Property tax,millage,Property tax: millage; millage elections; limit to November elections. Amends secs. 24f & 36 of 1893 PA 206 (MCL 211.24f & 211.36).Last Action: REFERRED TO COMMITTEE ON ELECTIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0022,FALSE
21sb0023,SB 0023 of 2021,NA,NA,2021-2022,SB,Elections,school,"Elections: school; millage elections; limit to November elections. Amends secs. 312, 641 & 821 of 1954 PA 116 (MCL 168.312 et seq.).  TIE BAR WITH: SB 0022'21Last Action: REFERRED TO COMMITTEE ON ELECTIONS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0023,FALSE
21sb0024,SB 0024 of 2021,NA,NA,2021-2022,SB,Individual income tax,retirement or pension benefits,Individual income tax: retirement or pension benefits; 3-tier limitations and restrictions on deduction for retirement or pension benefits based on taxpayer's age; eliminate. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0024,FALSE
21sb0025,SB 0025 of 2021,21pa0120,PA 120 of 2021,2021-2022,SB,Individual income tax,deductions,Individual income tax: deductions; student loan forgiveness for disabled veterans under the total and permanent disability discharge program; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: ASSIGNED PA 0120'21 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0025,FALSE
21sb0026,SB 0026 of 2021,NA,NA,2021-2022,SB,Appropriations,zero budget,Appropriations: zero budget; supplemental appropriations; provide for fiscal year 2019-2020. Creates appropriation act.Last Action: referred to Committee on Appropriations,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0026,FALSE
21sb0027,SB 0027 of 2021,21pa0067,PA 67 of 2021,2021-2022,SB,Appropriations,zero budget,Appropriations: zero budget; supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: ASSIGNED PA 0067'21 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0027,FALSE
21sb0028,SB 0028 of 2021,21pa0065,PA 0065 of 2021,2021-2022,SB,Appropriations,zero budget,Appropriations: zero budget; supplemental appropriations; provide for multi-year supplemental. Creates appropriation act.Last Action: ASSIGNED PA 0065'21 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0028,FALSE
21sb0029,SB 0029 of 2021,NA,NA,2021-2022,SB,Appropriations,supplemental,"Appropriations: supplemental; supplemental appropriations for 2019-2020 and 2020-2021; provide for. Amends secs. 11, 11n, 31d & 31f of 1979 PA 94 (MCL 388.1611 et seq.) & adds secs. 11o & 23d.Last Action: POSTPONED FOR THE DAY",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0029,FALSE
21sb0030,SB 0030 of 2021,21pa0001,PA 1 of 2021,2021-2022,SB,Highways,memorial,"Highways: memorial; portion of I-94 in Wayne County; designate as the ""Firefighter Coleman A. Tate Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2083) by adding sec. 1070a.Last Action: ASSIGNED PA 0001'21 WITH IMMEDIATE EFFECT",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0030,FALSE
21sb0031,SB 0031 of 2021,NA,NA,2021-2022,SB,Insurance,producers,Insurance: producers; continuing education credit carryover system for insurance producers who belong to a professional insurance association; provide for. Amends sec. 1204c of 1956 PA 218 (MCL 500.1204c).Last Action: REFERRED TO COMMITTEE ON INSURANCE AND BANKING,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0031,FALSE
21sb0032,SB 0032 of 2021,NA,NA,2021-2022,SB,Transportation,motor fuel tax,Transportation: motor fuel tax; fuel tax; require to be dispersed to county where fuel is pumped. Amends sec. 10 of 1951 PA 51 (MCL 247.660) & adds sec. 10i.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0032,FALSE
21sb0033,SB 0033 of 2021,NA,NA,2021-2022,SB,Health facilities,nursing homes,"Health facilities: nursing homes; electronic monitoring devices in nursing homes; allow under certain circumstances. Amends secs. 20199, 21702 & 21703 of 1978 PA 368 (MCL 333.20199 et seq.) & adds secs. 21788, 21788a, 21788b, 21788c, 21788d, 21788e, 21788f, 21788g & 21788h.Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0033,FALSE
21sb0034,SB 0034 of 2021,NA,NA,2021-2022,SB,Weapons,firearms,Weapons: firearms; firearms in the state capitol; prohibit. Amends sec. 234d of 1931 PA 328 (MCL 750.234d).  TIE BAR WITH: SB 0035'21Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0034,FALSE
21sb0035,SB 0035 of 2021,NA,NA,2021-2022,SB,Weapons,concealed,Weapons: concealed; concealed pistols in state capitol: prohibit. Amends sec. 5o of 1927 PA 372 (MCL 28.425o).  TIE BAR WITH: SB 0034'21Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0035,FALSE
21sb0036,SB 0036 of 2021,NA,NA,2021-2022,SB,Appropriations,zero budget,Appropriations: zero budget; supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE (S-2),https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0036,FALSE
21sb0037,SB 0037 of 2021,21pa0030,PA 30 of 2021,2021-2022,SB,Appropriations,zero budget,Appropriations: zero budget; supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: ASSIGNED PA 0030'21 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0037,FALSE
21sb0038,SB 0038 of 2021,NA,NA,2021-2022,SB,Appropriations,zero budget,Appropriations: zero budget; supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0038,FALSE
21sb0039,SB 0039 of 2021,NA,NA,2021-2022,SB,Highways,construction and repair,Highways: construction and repair; actions against county road commissions for highway defects; clarify that they are subject to governmental immunity act. Amends sec. 21 of 1909 PA 283 (MCL 224.21).Last Action: POCKET VETO 01/11/2023,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0039,FALSE
21sb0040,SB 0040 of 2021,NA,NA,2021-2022,SB,Public employees and officers,other,Public employees and officers: other; individuals holding multiple local elected offices; prohibit under certain circumstances. Amends title & sec. 2 of 1978 PA 566 (MCL 15.182).Last Action: SENATOR REMOVED AS SPONSOR: ROGER VICTORY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0040,FALSE
21sb0041,SB 0041 of 2021,NA,NA,2021-2022,SB,Law enforcement,peace officers,Law enforcement: peace officers; authority for park and recreation officers to enforce certain marihuana-related offenses; provide for. Amends sec. 1606 of 1994 PA 451 (MCL 324.1606).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0041,FALSE
21sb0042,SB 0042 of 2021,NA,NA,2021-2022,SB,Construction,code,Construction: code; buildings used for agricultural tourism activities; exempt from code regulations. Amends sec. 10 of 1972 PA 230 (MCL 125.1510). Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0042,FALSE
21sb0043,SB 0043 of 2021,NA,NA,2021-2022,SB,Torts,governmental immunity,Torts: governmental immunity; liability for highway defects; clarify that governmental tort liability act applies to county road commissions. Amends sec. 2 of 1964 PA 170 (MCL 691.1402).Last Action: POCKET VETO 01/11/2023,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0043,FALSE
21sb0044,SB 0044 of 2021,NA,NA,2021-2022,SB,Labor,fair employment practices,Labor: fair employment practices; absence from work to respond to an emergency as an emergency responder; protect from adverse employment action. Creates new act.Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0044,FALSE
21sb0045,SB 0045 of 2021,NA,NA,2021-2022,SB,Vehicles,registration plates,Vehicles: registration plates; legacy license plate; create. Amends sec. 803r of 1949 PA 300 (MCL 257.803r) & adds sec. 803s. Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0045,FALSE
21sb0046,SB 0046 of 2021,NA,NA,2021-2022,SB,Property tax,exemptions,Property tax: exemptions; eligible broadband equipment; exempt from personal property tax. Amends 1893 PA 206 (MCL 211.1 - 211. 155) by adding sec. 9p.Last Action: VETO OVERRIDE DEFEATED ROLL CALL # 189 YEAS 20 NAYS 15 EXCUSED 1 NOT VOTING 0,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0046,FALSE
21sb0047,SB 0047 of 2021,NA,NA,2021-2022,SB,Environmental protection,cleanups,Environmental protection: cleanups; provision related to environmental remediation; eliminate limitation periods. Amends secs. 20138 & 20140 of 1994 PA 451 (MCL 324.20138 & 324.20140).Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0047,FALSE
21sb0048,SB 0048 of 2021,21pa0088,PA 88 of 2021,2021-2022,SB,Highways,memorial,"Highways: memorial; portion of I-94 in Berrien County; designate as the ""Kevin D. White Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2091) by adding sec. 110.Last Action: ASSIGNED PA 0088'21 WITH IMMEDIATE EFFECT",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0048,FALSE
21sb0049,SB 0049 of 2021,21pa0020,PA 0020 of 2021,2021-2022,SB,Liquor,permits,Liquor: permits; an on-premises tasting room and an off-premises tasting room held at same location; allow under certain conditions. Amends sec. 536 of 1998 PA 58 (MCL 436.1536).Last Action: ASSIGNED PA 0020'21 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0049,FALSE
21sb0050,SB 0050 of 2021,NA,NA,2021-2022,SB,Crimes,animals,Crimes: animals; knowingly providing an animal to another individual who intends to abuse or mistreat the animal; prohibit. Amends secs. 49 & 50 of 1931 PA 328 (MCL 750.49 & 750.50).  TIE BAR WITH: SB 0051'21Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0050,FALSE
21sb0051,SB 0051 of 2021,NA,NA,2021-2022,SB,Criminal procedure,sentencing guidelines,"Criminal procedure: sentencing guidelines; sentencing guidelines for crimes of animal cruelty; amend. Amends sec. 16b, ch. XVII of 1927 PA 175 (MCL 777.16b).  TIE BAR WITH: SB 0050'21Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0051,FALSE
21sb0052,SB 0052 of 2021,NA,NA,2021-2022,SB,Appropriations,supplemental,Appropriations: supplemental; supplemental appropriations for fiscal year 2020-2021; provide for. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0052,FALSE
21sb0053,SB 0053 of 2021,NA,NA,2021-2022,SB,Elections,recounts,"Elections: recounts; provisions regarding election precincts that cannot be recounted; remove. Amends secs. 867, 871, 874 & 881 of 1954 PA 116 (MCL 168.867 et seq.).Last Action: REFERRED TO COMMITTEE ON ELECTIONS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0053,FALSE
21sb0054,SB 0054 of 2021,NA,NA,2021-2022,SB,Environmental protection,air pollution,Environmental protection: air pollution; civil and administrative fines; utilize to benefit communities affected by pollution. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 5534.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0054,FALSE
21sb0055,SB 0055 of 2021,NA,NA,2021-2022,SB,Appropriations,supplemental,Appropriations: supplemental; supplemental for Saginaw Valley State University Brown Hall renovation; provide for. Creates appropriation act.Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0055,FALSE
21sb0056,SB 0056 of 2021,NA,NA,2021-2022,SB,Education,teachers,Education: teachers; performance evaluation systems for public school teachers and school administrators; modify. Amends secs. 1248 & 1249 of 1976 PA 451 (MCL 380.1248 & 380.1249).  TIE BAR WITH: SB 0057'21Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0056,FALSE
21sb0057,SB 0057 of 2021,NA,NA,2021-2022,SB,Education,employees,Education: employees; performance evaluation systems for school administrators; modify. Amends secs. 1249b & 1250 of 1976 PA 451 (MCL 380.1249b & 380.1250).  TIE BAR WITH: SB 0056'21Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0057,FALSE
21sb0058,SB 0058 of 2021,NA,NA,2021-2022,SB,Environmental protection,cleanups,"Environmental protection: cleanups; cleanup to residential and safe drinking water standards; require unless technically infeasible. Amends secs. 20118, 20120a, 20120b, 20120e & 20121 of 1994 PA 451 (MCL 324.20118 et seq.).Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0058,FALSE
21sb0059,SB 0059 of 2021,NA,NA,2021-2022,SB,Consumer protection,unfair trade practices,Consumer protection: unfair trade practices; refusing to accept cash in a retail sale of goods or services; prohibit. Amends sec. 3 of 1976 PA 331 (MCL 445.903).Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0059,FALSE
21sb0060,SB 0060 of 2021,21pa0068,PA 68 of 2021,2021-2022,SB,Occupations,mechanical contractors,Occupations: mechanical contractors; minimum experience requirement to take written license examination; modify. Amends sec. 807 of 2016 PA 407 (MCL 339.5807).Last Action: ASSIGNED PA 0068'21 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0060,FALSE
21sb0061,SB 0061 of 2021,NA,NA,2021-2022,SB,Natural resources,shorelands,Natural resources: shorelands; expedited permit processing during high water; provide for and change definition of ordinary high water mark. Amends sec. 32502 of 1994 PA 451 (MCL 325.32502) & adds sec. 32517.Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0061,FALSE
21sb0062,SB 0062 of 2021,NA,NA,2021-2022,SB,Civil rights,racial discrimination,Civil rights: racial discrimination; penalties for false report of a crime to law enforcement based solely upon the alleged perpetrator's race or ethnicity; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 147c.Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0062,FALSE
21sb0063,SB 0063 of 2021,NA,NA,2021-2022,SB,Criminal procedure,sentencing guidelines,"Criminal procedure: sentencing guidelines; penalties for false report of a crime to law enforcement based solely upon the alleged perpetrator's race or ethnicity; enact. Amends sec. 16g, ch. XVII of 1927 PA 175 (MCL 777.16g).  TIE BAR WITH: SB 0062'21Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0063,FALSE
21sb0064,SB 0064 of 2021,NA,NA,2021-2022,SB,Businesses,business corporations,Businesses: business corporations; certain number of female board members on board of directors; require. Amends sec. 1002 of 1972 PA 284 (MCL 450.2002) & adds sec. 505a. Last Action: REFERRED TO COMMITTEE ON ECONOMIC AND SMALL BUSINESS DEVELOPMENT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0064,FALSE
21sb0065,SB 0065 of 2021,NA,NA,2021-2022,SB,Holidays,other,"Holidays: other; ""Fred Korematsu Day""; designate as January 30 of each year. Amends title of 2003 PA 225 (MCL 435.301 - 435.303) & adds sec. 4.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0065,FALSE
21sb0066,SB 0066 of 2021,NA,NA,2021-2022,SB,Civil rights,other,Civil rights: other; language access plan; require state agencies to create and implement for individuals with limited English proficiency. Creates new act.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0066,FALSE
21sb0067,SB 0067 of 2021,NA,NA,2021-2022,SB,Crimes,assaultive,Crimes: assaultive; crime of assaulting a person performing certain job-related duties; expand to include emergency room personnel. Amends sec. 81d of 1931 PA 328 (MCL 750.81d).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0067,FALSE
21sb0068,SB 0068 of 2021,NA,NA,2021-2022,SB,Education,attendance,"Education: attendance; compulsory attendance requirements, and reporting of suspensions, expulsion, truancy, and absenteeism; revise. Amends secs. 1310a, 1311 & 1561 of 1976 PA 451 (MCL 380.1310a et seq.).Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0068,FALSE
21sb0069,SB 0069 of 2021,NA,NA,2021-2022,SB,Education,other,Education: other; certain advisory committee within the department of education; create. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1578a. Last Action: REFERRED TO COMMITTEE ON EDUCATION AND CAREER READINESS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0069,FALSE
21sb0070,SB 0070 of 2021,NA,NA,2021-2022,SB,Crimes,abortion,Crimes: abortion; penalty for administering with intent to procure miscarriage; repeal. Repeals sec. 14 of 1931 PA 328 (MCL 750.14).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0070,FALSE
21sb0071,SB 0071 of 2021,NA,NA,2021-2022,SB,Crimes,abortion,"Crimes: abortion; reference to crime of administering drugs to procure miscarriage; remove to reflect repeal. Amends sec. 16a, ch. XVII of 1927 PA 175 (MCL 777.16a).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0071,FALSE
21sb0072,SB 0072 of 2021,NA,NA,2021-2022,SB,Corrections,other,Corrections: other; reference to crime of administering drugs to procure miscarriage; remove to reflect repeal. Amends sec. 33b of 1953 PA 232 (MCL 791.233b).Last Action: REFERRED TO COMMITTEE ON JUDICIARY AND PUBLIC SAFETY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2021-SB-0072,FALSE
